Datetime,ScreenName,Text,Geolocation
6/13/2021 17:49,debasishjana99,"Well done #AmazonPrime 😄😄
#TheFamilyMan2 banner on #DisneyPlusHotstar https://t.co/tpbh2m9JU6",Delhi
6/13/2021 17:47,kkumbhat,"@BajpayeeManoj Take a bow sir! Incredible performance in #TheFamilyMan2. Was riveted to the screen for the entire 9 episodes!

@Samanthaprabhu2 and @sharibhashmi were awesome as well. The intensity of Raji and the eternally jovial JK- eminently watchable!!",Delhi
6/13/2021 17:46,,"This post is to wholeheartedly thank every #ChellamSir around. Please tag yours to express gratitude.😇 

#TheFamilyMan2 https://t.co/gevWELPyuY",Delhi
6/13/2021 17:44,SidsHearts01,"Review: The Family Man 2 Is Thrilling, Jaw-Dropping And Sharp 
#TheFamilyMan2 #TheFamilyMan2Review
https://t.co/xkAhsb5LEy",Delhi
6/13/2021 17:40,BhaskarGarg16,Big Fan of the show. Such an interesting show to watch,Delhi
6/13/2021 17:35,SidharthReturns,#TheFamilyMan2 what an incredible job is dine by the directors and actors,Delhi
6/13/2021 17:33,KhilareSrushti,RT @IAmGMishra: @RanaAyyub Hence proved #TheFamilyMan2 is must series to watch!,Delhi
6/13/2021 17:26,Pallavi48238608,"RT @ieEntertainment: The showrunners, @rajndk in the latest season use @sharibhashmi’s JK character to debunk a few cliches of #southIndia.…",Delhi
6/13/2021 17:26,sassy_witty,Dude #TheFamilyMan2 is just to awesome man to ban....@Samanthaprabhu2 is just lit..her acting skills are fucking of the charts and what to say about @BajpayeeManoj is just amazing. 🔥🔥🔥🔥🔥🔥,Delhi
6/14/2021 23:42,droppingthebest,"RT @Jay_ant_07: Chellam sir in whole series 

#TheFamilyMan2 https://t.co/mYBokyQ8Lj",Delhi
6/14/2021 21:01,ajey_01,"RT @Jay_ant_07: Chellam sir in whole series 

#TheFamilyMan2 https://t.co/mYBokyQ8Lj",Delhi
6/14/2021 21:01,Grilled_memer,"RT @Jay_ant_07: Chellam sir in whole series 

#TheFamilyMan2 https://t.co/mYBokyQ8Lj",Delhi
6/14/2021 20:41,Jay_ant_07,"Chellam sir in whole series 

#TheFamilyMan2 https://t.co/mYBokyQ8Lj",Delhi
6/14/2021 20:03,sharibhashmi,"RT @ieEntertainment: Guess what is @BajpayeeManoj cooking in #TheFamilyMan2 BTS photos.

See more photos from the set: https://t.co/jPcd1sG…",Delhi
6/14/2021 19:48,VarunMe87008463,"RT @JagranEnglish: #POLL | Which series are you binge-watching this weekend? 

@BajpayeeManoj @sidharth_shukla 
#TheFamilyMan2 #ManojBajpay…",Delhi
6/14/2021 18:35,mohitkardiya,Target down. Thanks to Chellam sir. #TheFamilyMan2,Delhi
6/14/2021 18:31,LionKingSid,"RT @JagranEnglish: #POLL | Which series are you binge-watching this weekend? 

@BajpayeeManoj @sidharth_shukla 
#TheFamilyMan2 #ManojBajpay…",Delhi
6/14/2021 18:28,anupama220880,"Here is my meme #TheFamilyMan2  #TheFamilyMan  #memesoffamilyman  @PrimeVideoIN  #MemeTheFamilyMan 
@SrikantTFM @rajndk @BajpayeeManoj @Samanthaprabhu2 @Priyamani6 @sharibhashmi @sumank @Suparn @shreya_dhan13 @hinduja_sunny @DarshanKumaar @SharadK7 @ishahabali https://t.co/2makJdrpaY",Delhi
6/14/2021 18:23,Hani78803960,"RT @ShivamPrerna1: I hv no words to praise u❤️u r not just an actress but a true Artist👏how much more i admire u,u changed d whole atmosphe…",Delhi
6/14/2021 17:42,shivam_prerna,"RT @ShivamPrerna1: I hv no words to praise u❤️u r not just an actress but a true Artist👏how much more i admire u,u changed d whole atmosphe…",Delhi
6/14/2021 17:42,RahulTh29207132,RT @RahulTh29207132: I can't wait anymore for this. The Hillarious and thriller web series that I see in my life #TheFamilyMan2 https://t.c…,Delhi
6/14/2021 17:42,RahulTh29207132,"RT @RahulTh29207132: It's a showtime #TheFamilyMan2 
Srikant and Adharv both are Epic 
So why waste your time watch the series #TheFamilyMa…",Delhi
6/14/2021 17:40,arjunnaagar88,"RT @vestigemkt: Sharpen your mind, boost brain activity and increase mental performance with Vestige Prime Metamind✨

Buy: https://t.co/hHb…",Delhi
6/14/2021 17:40,AnkushLingalwar,"RT @ramprakash0324: Don't be a minimum guy. Aim for twitter blue tick.
#jokes 
#TheFamilyMan2",Delhi
6/14/2021 17:39,Ego1100,"RT @JagranEnglish: #POLL | Which series are you binge-watching this weekend? 

@BajpayeeManoj @sidharth_shukla 
#TheFamilyMan2 #ManojBajpay…",Delhi
6/14/2021 17:39,KoppelaKarthik,"RT @ieEntertainment: Guess what is @BajpayeeManoj cooking in #TheFamilyMan2 BTS photos.

See more photos from the set: https://t.co/jPcd1sG…",Delhi
6/14/2021 17:20,Bee_flawsome,@sidharth_shukla What you will ask him???....Sidharth any thriller or action based project coming??.. Also wanted to see you in some comic role..... BTW I enjoyed both #TheFamilyMan2 and #BBB3 alot... But BBB3 thoda zyada😜,Delhi
6/14/2021 14:49,Vaibhvtweets,"Mask Up India, don't be a person about whom JK talking.
#COVID19
#MemeTheFamilyMan 
#thefamilyman 
#thefamilyman2 
#memesOfFamilyman 
@SrikantTFM 
@PrimeVideoIN https://t.co/6seFdWJhJO",Delhi
6/14/2021 13:19,Sahib_22,In love with family man. In a wow!,Delhi
